Unnamed: 0,cluster_label,silhouette_score,davies_bouldin_score,calinski_harabasz_score,clusters_in_window,win_eps,min_dist_between_points,min_dist_between_centroids,max_dist_in_cluster,first_timestamp,last_timestamp,win_number,cluster_size,points,Selected EPS,new_cluster_label,avg_height,turn_rate,bearing,trajectory_curvature,angular_acceleration,angular_velocity,distance_traveled,displacement,jerk,vertical_acceleration,up_down_direction,angle_to_horizon,average_speed,average_velocity_magnitude,average_velocity_direction
0,0,-1.0,-1.0,-1.0,1,20.0,inf,inf,805.2158224917512,2002-05-31 07:51:37,2002-05-31 07:52:36,0,60,"[[1022831497.0, 8.53253, 50.12359, 232.0], [1022831498.0, 8.53255, 50.12359, 232.0], [1022831499.0, 8.53255, 50.12359, 231.0], [1022831500.0, 8.53263, 50.12364, 232.0], [1022831501.0, 8.53255, 50.12378, 233.0], [1022831502.0, 8.53246, 50.12392, 233.0], [1022831503.0, 8.5323, 50.12404, 233.0], [1022831504.0, 8.53211, 50.12411, 235.0], [1022831505.0, 8.53194, 50.12412, 237.0], [1022831506.0, 8.53176, 50.12412, 238.0], [1022831507.0, 8.53159, 50.12413, 241.0], [1022831508.0, 8.53142, 50.12417, 243.0], [1022831509.0, 8.53125, 50.1242, 245.0], [1022831510.0, 8.53109, 50.12423, 247.0], [1022831511.0, 8.53092, 50.12426, 249.0], [1022831512.0, 8.53074, 50.1243, 250.0], [1022831513.0, 8.53056, 50.12435, 251.0], [1022831514.0, 8.53039, 50.12438, 251.0], [1022831515.0, 8.53018, 50.12444, 252.0], [1022831516.0, 8.53005, 50.12456, 253.0], [1022831517.0, 8.52992, 50.12469, 254.0], [1022831518.0, 8.52979, 50.12481, 256.0], [1022831519.0, 8.52964, 50.12492, 256.0], [1022831520.0, 8.52948, 50.12501, 255.0], [1022831521.0, 8.52934, 50.12513, 256.0], [1022831522.0, 8.52919, 50.12526, 256.0], [1022831523.0, 8.52906, 50.12537, 258.0], [1022831524.0, 8.5289, 50.12548, 259.0], [1022831525.0, 8.5288, 50.12562, 261.0], [1022831526.0, 8.52871, 50.12575, 261.0], [1022831527.0, 8.52858, 50.12588, 262.0], [1022831528.0, 8.52853, 50.12604, 262.0], [1022831529.0, 8.52846, 50.12618, 262.0], [1022831530.0, 8.5284, 50.12632, 263.0], [1022831531.0, 8.52836, 50.12648, 264.0], [1022831532.0, 8.52825, 50.12661, 265.0], [1022831533.0, 8.52814, 50.12673, 265.0], [1022831534.0, 8.528, 50.12686, 264.0], [1022831535.0, 8.52783, 50.12696, 265.0], [1022831536.0, 8.52771, 50.12708, 265.0], [1022831537.0, 8.52761, 50.12722, 264.0], [1022831538.0, 8.52753, 50.12737, 263.0], [1022831539.0, 8.52744, 50.12751, 263.0], [1022831540.0, 8.52735, 50.12764, 264.0], [1022831541.0, 8.5273, 50.1278, 264.0], [1022831542.0, 8.52725, 50.12795, 264.0], [1022831543.0, 8.52713, 50.12809, 264.0], [1022831544.0, 8.52698, 50.12821, 266.0], [1022831545.0, 8.52689, 50.12835, 266.0], [1022831546.0, 8.52686, 50.1285, 267.0], [1022831547.0, 8.52687, 50.12866, 268.0], [1022831548.0, 8.52693, 50.1288, 268.0], [1022831549.0, 8.52704, 50.12896, 268.0], [1022831550.0, 8.52708, 50.1291, 268.0], [1022831551.0, 8.52707, 50.12926, 266.0], [1022831552.0, 8.52694, 50.1294, 265.0], [1022831553.0, 8.52674, 50.12952, 263.0], [1022831554.0, 8.52654, 50.1296, 263.0], [1022831555.0, 8.52633, 50.1296, 263.0], [1022831556.0, 8.52615, 50.12955, 263.0]]",20.0,0,255.45,28805.549705248042,283.5294943979943,0.27313713295352804,1167.9332990426105,2699.5223100345675,913.2334944989284,804.3697073351495,-9822087.06188175,525.4237288135595,0.8240104378223339,1.4775420138081303,15478.533805066583,15478.533805066583,283.5294943979943
1,0,-1.0,-1.0,-1.0,1,20.0,inf,inf,697.4210243916912,2002-05-31 07:51:49,2002-05-31 07:52:48,1,60,"[[1022831509.0, 8.53125, 50.1242, 245.0], [1022831510.0, 8.53109, 50.12423, 247.0], [1022831511.0, 8.53092, 50.12426, 249.0], [1022831512.0, 8.53074, 50.1243, 250.0], [1022831513.0, 8.53056, 50.12435, 251.0], [1022831514.0, 8.53039, 50.12438, 251.0], [1022831515.0, 8.53018, 50.12444, 252.0], [1022831516.0, 8.53005, 50.12456, 253.0], [1022831517.0, 8.52992, 50.12469, 254.0], [1022831518.0, 8.52979, 50.12481, 256.0], [1022831519.0, 8.52964, 50.12492, 256.0], [1022831520.0, 8.52948, 50.12501, 255.0], [1022831521.0, 8.52934, 50.12513, 256.0], [1022831522.0, 8.52919, 50.12526, 256.0], [1022831523.0, 8.52906, 50.12537, 258.0], [1022831524.0, 8.5289, 50.12548, 259.0], [1022831525.0, 8.5288, 50.12562, 261.0], [1022831526.0, 8.52871, 50.12575, 261.0], [1022831527.0, 8.52858, 50.12588, 262.0], [1022831528.0, 8.52853, 50.12604, 262.0], [1022831529.0, 8.52846, 50.12618, 262.0], [1022831530.0, 8.5284, 50.12632, 263.0], [1022831531.0, 8.52836, 50.12648, 264.0], [1022831532.0, 8.52825, 50.12661, 265.0], [1022831533.0, 8.52814, 50.12673, 265.0], [1022831534.0, 8.528, 50.12686, 264.0], [1022831535.0, 8.52783, 50.12696, 265.0], [1022831536.0, 8.52771, 50.12708, 265.0], [1022831537.0, 8.52761, 50.12722, 264.0], [1022831538.0, 8.52753, 50.12737, 263.0], [1022831539.0, 8.52744, 50.12751, 263.0], [1022831540.0, 8.52735, 50.12764, 264.0], [1022831541.0, 8.5273, 50.1278, 264.0], [1022831542.0, 8.52725, 50.12795, 264.0], [1022831543.0, 8.52713, 50.12809, 264.0], [1022831544.0, 8.52698, 50.12821, 266.0], [1022831545.0, 8.52689, 50.12835, 266.0], [1022831546.0, 8.52686, 50.1285, 267.0], [1022831547.0, 8.52687, 50.12866, 268.0], [1022831548.0, 8.52693, 50.1288, 268.0], [1022831549.0, 8.52704, 50.12896, 268.0], [1022831550.0, 8.52708, 50.1291, 268.0], [1022831551.0, 8.52707, 50.12926, 266.0], [1022831552.0, 8.52694, 50.1294, 265.0], [1022831553.0, 8.52674, 50.12952, 263.0], [1022831554.0, 8.52654, 50.1296, 263.0], [1022831555.0, 8.52633, 50.1296, 263.0], [1022831556.0, 8.52615, 50.12955, 263.0], [1022831557.0, 8.52604, 50.12942, 263.0], [1022831558.0, 8.52599, 50.12927, 261.0], [1022831559.0, 8.52596, 50.12913, 262.0], [1022831560.0, 8.52587, 50.12902, 261.0], [1022831561.0, 8.5257, 50.12894, 261.0], [1022831562.0, 8.52551, 50.12889, 262.0], [1022831563.0, 8.52526, 50.12886, 261.0], [1022831564.0, 8.52503, 50.12888, 260.0], [1022831565.0, 8.52482, 50.12885, 260.0], [1022831566.0, 8.52472, 50.12871, 261.0], [1022831567.0, 8.52474, 50.12854, 260.0], [1022831568.0, 8.52475, 50.12838, 263.0]]",20.0,1,260.7,24100.771506588608,280.1633463242906,-0.08162459846941846,51.41716175359346,-1872.349870240578,969.6769163957746,656.5550647322398,-28132918.61801509,305.08474576271203,0.37474424284453556,1.1788641565870708,16435.201972809744,16435.201972809744,280.1633463242906
2,0,-1.0,-1.0,-1.0,1,20.0,inf,inf,541.584571745643,2002-05-31 07:52:01,2002-05-31 07:53:00,2,60,"[[1022831521.0, 8.52934, 50.12513, 256.0], [1022831522.0, 8.52919, 50.12526, 256.0], [1022831523.0, 8.52906, 50.12537, 258.0], [1022831524.0, 8.5289, 50.12548, 259.0], [1022831525.0, 8.5288, 50.12562, 261.0], [1022831526.0, 8.52871, 50.12575, 261.0], [1022831527.0, 8.52858, 50.12588, 262.0], [1022831528.0, 8.52853, 50.12604, 262.0], [1022831529.0, 8.52846, 50.12618, 262.0], [1022831530.0, 8.5284, 50.12632, 263.0], [1022831531.0, 8.52836, 50.12648, 264.0], [1022831532.0, 8.52825, 50.12661, 265.0], [1022831533.0, 8.52814, 50.12673, 265.0], [1022831534.0, 8.528, 50.12686, 264.0], [1022831535.0, 8.52783, 50.12696, 265.0], [1022831536.0, 8.52771, 50.12708, 265.0], [1022831537.0, 8.52761, 50.12722, 264.0], [1022831538.0, 8.52753, 50.12737, 263.0], [1022831539.0, 8.52744, 50.12751, 263.0], [1022831540.0, 8.52735, 50.12764, 264.0], [1022831541.0, 8.5273, 50.1278, 264.0], [1022831542.0, 8.52725, 50.12795, 264.0], [1022831543.0, 8.52713, 50.12809, 264.0], [1022831544.0, 8.52698, 50.12821, 266.0], [1022831545.0, 8.52689, 50.12835, 266.0], [1022831546.0, 8.52686, 50.1285, 267.0], [1022831547.0, 8.52687, 50.12866, 268.0], [1022831548.0, 8.52693, 50.1288, 268.0], [1022831549.0, 8.52704, 50.12896, 268.0], [1022831550.0, 8.52708, 50.1291, 268.0], [1022831551.0, 8.52707, 50.12926, 266.0], [1022831552.0, 8.52694, 50.1294, 265.0], [1022831553.0, 8.52674, 50.12952, 263.0], [1022831554.0, 8.52654, 50.1296, 263.0], [1022831555.0, 8.52633, 50.1296, 263.0], [1022831556.0, 8.52615, 50.12955, 263.0], [1022831557.0, 8.52604, 50.12942, 263.0], [1022831558.0, 8.52599, 50.12927, 261.0], [1022831559.0, 8.52596, 50.12913, 262.0], [1022831560.0, 8.52587, 50.12902, 261.0], [1022831561.0, 8.5257, 50.12894, 261.0], [1022831562.0, 8.52551, 50.12889, 262.0], [1022831563.0, 8.52526, 50.12886, 261.0], [1022831564.0, 8.52503, 50.12888, 260.0], [1022831565.0, 8.52482, 50.12885, 260.0], [1022831566.0, 8.52472, 50.12871, 261.0], [1022831567.0, 8.52474, 50.12854, 260.0], [1022831568.0, 8.52475, 50.12838, 263.0], [1022831569.0, 8.52466, 50.12827, 264.0], [1022831570.0, 8.52449, 50.12822, 265.0], [1022831571.0, 8.52423, 50.12818, 266.0], [1022831572.0, 8.52399, 50.12814, 264.0], [1022831573.0, 8.52384, 50.12802, 264.0], [1022831574.0, 8.52383, 50.12786, 263.0], [1022831575.0, 8.52385, 50.1277, 264.0], [1022831576.0, 8.52386, 50.12754, 267.0], [1022831577.0, 8.52386, 50.12742, 270.0], [1022831578.0, 8.52376, 50.12732, 272.0], [1022831579.0, 8.52363, 50.12721, 272.0], [1022831580.0, 8.52349, 50.1271, 273.0]]",20.0,2,263.78333333333336,26108.247120946384,261.23778877350077,-0.06108712602469724,47.738515789162584,-1798.207840430902,983.4344896526122,471.3672405018736,52234962.36250473,288.13559322033854,0.23606068793374926,1.0997092206099184,16668.381180552755,16668.381180552755,261.23778877350077
3,0,-1.0,-1.0,-1.0,1,20.0,inf,inf,536.6033450436504,2002-05-31 07:52:13,2002-05-31 07:53:12,3,60,"[[1022831533.0, 8.52814, 50.12673, 265.0], [1022831534.0, 8.528, 50.12686, 264.0], [1022831535.0, 8.52783, 50.12696, 265.0], [1022831536.0, 8.52771, 50.12708, 265.0], [1022831537.0, 8.52761, 50.12722, 264.0], [1022831538.0, 8.52753, 50.12737, 263.0], [1022831539.0, 8.52744, 50.12751, 263.0], [1022831540.0, 8.52735, 50.12764, 264.0], [1022831541.0, 8.5273, 50.1278, 264.0], [1022831542.0, 8.52725, 50.12795, 264.0], [1022831543.0, 8.52713, 50.12809, 264.0], [1022831544.0, 8.52698, 50.12821, 266.0], [1022831545.0, 8.52689, 50.12835, 266.0], [1022831546.0, 8.52686, 50.1285, 267.0], [1022831547.0, 8.52687, 50.12866, 268.0], [1022831548.0, 8.52693, 50.1288, 268.0], [1022831549.0, 8.52704, 50.12896, 268.0], [1022831550.0, 8.52708, 50.1291, 268.0], [1022831551.0, 8.52707, 50.12926, 266.0], [1022831552.0, 8.52694, 50.1294, 265.0], [1022831553.0, 8.52674, 50.12952, 263.0], [1022831554.0, 8.52654, 50.1296, 263.0], [1022831555.0, 8.52633, 50.1296, 263.0], [1022831556.0, 8.52615, 50.12955, 263.0], [1022831557.0, 8.52604, 50.12942, 263.0], [1022831558.0, 8.52599, 50.12927, 261.0], [1022831559.0, 8.52596, 50.12913, 262.0], [1022831560.0, 8.52587, 50.12902, 261.0], [1022831561.0, 8.5257, 50.12894, 261.0], [1022831562.0, 8.52551, 50.12889, 262.0], [1022831563.0, 8.52526, 50.12886, 261.0], [1022831564.0, 8.52503, 50.12888, 260.0], [1022831565.0, 8.52482, 50.12885, 260.0], [1022831566.0, 8.52472, 50.12871, 261.0], [1022831567.0, 8.52474, 50.12854, 260.0], [1022831568.0, 8.52475, 50.12838, 263.0], [1022831569.0, 8.52466, 50.12827, 264.0], [1022831570.0, 8.52449, 50.12822, 265.0], [1022831571.0, 8.52423, 50.12818, 266.0], [1022831572.0, 8.52399, 50.12814, 264.0], [1022831573.0, 8.52384, 50.12802, 264.0], [1022831574.0, 8.52383, 50.12786, 263.0], [1022831575.0, 8.52385, 50.1277, 264.0], [1022831576.0, 8.52386, 50.12754, 267.0], [1022831577.0, 8.52386, 50.12742, 270.0], [1022831578.0, 8.52376, 50.12732, 272.0], [1022831579.0, 8.52363, 50.12721, 272.0], [1022831580.0, 8.52349, 50.1271, 273.0], [1022831581.0, 8.52336, 50.12698, 272.0], [1022831582.0, 8.52326, 50.12684, 273.0], [1022831583.0, 8.52322, 50.1267, 273.0], [1022831584.0, 8.52317, 50.12657, 274.0], [1022831585.0, 8.52309, 50.12644, 275.0], [1022831586.0, 8.52299, 50.12631, 276.0], [1022831587.0, 8.52283, 50.12621, 278.0], [1022831588.0, 8.5227, 50.1261, 278.0], [1022831589.0, 8.52263, 50.12598, 280.0], [1022831590.0, 8.52256, 50.12585, 281.0], [1022831591.0, 8.5224, 50.12575, 282.0], [1022831592.0, 8.52223, 50.12566, 282.0]]",20.0,3,267.03333333333336,26556.557003245543,235.8198096958565,-0.0490517470700313,308.11451671736586,-1636.6858183035415,970.9885355142193,438.1135408127595,15318479.860148104,288.1355932203393,0.35759570605728935,1.1386946916036031,16457.432805325752,16457.432805325752,235.8198096958565
4,0,-1.0,-1.0,-1.0,1,20.0,inf,inf,707.2098367233606,2002-05-31 07:52:25,2002-05-31 07:53:24,4,60,"[[1022831545.0, 8.52689, 50.12835, 266.0], [1022831546.0, 8.52686, 50.1285, 267.0], [1022831547.0, 8.52687, 50.12866, 268.0], [1022831548.0, 8.52693, 50.1288, 268.0], [1022831549.0, 8.52704, 50.12896, 268.0], [1022831550.0, 8.52708, 50.1291, 268.0], [1022831551.0, 8.52707, 50.12926, 266.0], [1022831552.0, 8.52694, 50.1294, 265.0], [1022831553.0, 8.52674, 50.12952, 263.0], [1022831554.0, 8.52654, 50.1296, 263.0], [1022831555.0, 8.52633, 50.1296, 263.0], [1022831556.0, 8.52615, 50.12955, 263.0], [1022831557.0, 8.52604, 50.12942, 263.0], [1022831558.0, 8.52599, 50.12927, 261.0], [1022831559.0, 8.52596, 50.12913, 262.0], [1022831560.0, 8.52587, 50.12902, 261.0], [1022831561.0, 8.5257, 50.12894, 261.0], [1022831562.0, 8.52551, 50.12889, 262.0], [1022831563.0, 8.52526, 50.12886, 261.0], [1022831564.0, 8.52503, 50.12888, 260.0], [1022831565.0, 8.52482, 50.12885, 260.0], [1022831566.0, 8.52472, 50.12871, 261.0], [1022831567.0, 8.52474, 50.12854, 260.0], [1022831568.0, 8.52475, 50.12838, 263.0], [1022831569.0, 8.52466, 50.12827, 264.0], [1022831570.0, 8.52449, 50.12822, 265.0], [1022831571.0, 8.52423, 50.12818, 266.0], [1022831572.0, 8.52399, 50.12814, 264.0], [1022831573.0, 8.52384, 50.12802, 264.0], [1022831574.0, 8.52383, 50.12786, 263.0], [1022831575.0, 8.52385, 50.1277, 264.0], [1022831576.0, 8.52386, 50.12754, 267.0], [1022831577.0, 8.52386, 50.12742, 270.0], [1022831578.0, 8.52376, 50.12732, 272.0], [1022831579.0, 8.52363, 50.12721, 272.0], [1022831580.0, 8.52349, 50.1271, 273.0], [1022831581.0, 8.52336, 50.12698, 272.0], [1022831582.0, 8.52326, 50.12684, 273.0], [1022831583.0, 8.52322, 50.1267, 273.0], [1022831584.0, 8.52317, 50.12657, 274.0], [1022831585.0, 8.52309, 50.12644, 275.0], [1022831586.0, 8.52299, 50.12631, 276.0], [1022831587.0, 8.52283, 50.12621, 278.0], [1022831588.0, 8.5227, 50.1261, 278.0], [1022831589.0, 8.52263, 50.12598, 280.0], [1022831590.0, 8.52256, 50.12585, 281.0], [1022831591.0, 8.5224, 50.12575, 282.0], [1022831592.0, 8.52223, 50.12566, 282.0], [1022831593.0, 8.52207, 50.12556, 282.0], [1022831594.0, 8.52196, 50.12544, 282.0], [1022831595.0, 8.52184, 50.12532, 284.0], [1022831596.0, 8.52168, 50.12525, 284.0], [1022831597.0, 8.52145, 50.1252, 286.0], [1022831598.0, 8.52124, 50.12515, 287.0], [1022831599.0, 8.52109, 50.12508, 287.0], [1022831600.0, 8.52105, 50.12493, 288.0], [1022831601.0, 8.52105, 50.12478, 288.0], [1022831602.0, 8.52102, 50.12464, 289.0], [1022831603.0, 8.52097, 50.12451, 288.0], [1022831604.0, 8.52093, 50.12437, 289.0]]",20.0,4,271.4166666666667,27100.746422693435,211.3955103557086,-0.13007329308097756,6086.449912021135,-2798.508825013633,954.5614015093595,613.9202203613153,-913061.8831658489,389.8305084745758,0.6521977291238623,1.4804570896220721,16179.006805243383,16179.006805243383,211.3955103557086
5,0,-0.1300415938739805,3.387158130943933,0.6386363691509412,2,421.1397711555982,22.08798016720172,421.1397711555982,713.7986348332632,2002-05-31 07:52:37,2002-05-31 07:53:29,5,53,"[[1022831557.0, 8.52604, 50.12942, 263.0], [1022831558.0, 8.52599, 50.12927, 261.0], [1022831559.0, 8.52596, 50.12913, 262.0], [1022831560.0, 8.52587, 50.12902, 261.0], [1022831561.0, 8.5257, 50.12894, 261.0], [1022831562.0, 8.52551, 50.12889, 262.0], [1022831563.0, 8.52526, 50.12886, 261.0], [1022831564.0, 8.52503, 50.12888, 260.0], [1022831565.0, 8.52482, 50.12885, 260.0], [1022831566.0, 8.52472, 50.12871, 261.0], [1022831567.0, 8.52474, 50.12854, 260.0], [1022831568.0, 8.52475, 50.12838, 263.0], [1022831569.0, 8.52466, 50.12827, 264.0], [1022831570.0, 8.52449, 50.12822, 265.0], [1022831571.0, 8.52423, 50.12818, 266.0], [1022831572.0, 8.52399, 50.12814, 264.0], [1022831573.0, 8.52384, 50.12802, 264.0], [1022831574.0, 8.52383, 50.12786, 263.0], [1022831575.0, 8.52385, 50.1277, 264.0], [1022831576.0, 8.52386, 50.12754, 267.0], [1022831577.0, 8.52386, 50.12742, 270.0], [1022831578.0, 8.52376, 50.12732, 272.0], [1022831579.0, 8.52363, 50.12721, 272.0], [1022831580.0, 8.52349, 50.1271, 273.0], [1022831581.0, 8.52336, 50.12698, 272.0], [1022831582.0, 8.52326, 50.12684, 273.0], [1022831583.0, 8.52322, 50.1267, 273.0], [1022831584.0, 8.52317, 50.12657, 274.0], [1022831585.0, 8.52309, 50.12644, 275.0], [1022831586.0, 8.52299, 50.12631, 276.0], [1022831587.0, 8.52283, 50.12621, 278.0], [1022831588.0, 8.5227, 50.1261, 278.0], [1022831589.0, 8.52263, 50.12598, 280.0], [1022831590.0, 8.52256, 50.12585, 281.0], [1022831591.0, 8.5224, 50.12575, 282.0], [1022831592.0, 8.52223, 50.12566, 282.0], [1022831593.0, 8.52207, 50.12556, 282.0], [1022831594.0, 8.52196, 50.12544, 282.0], [1022831595.0, 8.52184, 50.12532, 284.0], [1022831596.0, 8.52168, 50.12525, 284.0], [1022831597.0, 8.52145, 50.1252, 286.0], [1022831598.0, 8.52124, 50.12515, 287.0], [1022831599.0, 8.52109, 50.12508, 287.0], [1022831600.0, 8.52105, 50.12493, 288.0], [1022831601.0, 8.52105, 50.12478, 288.0], [1022831602.0, 8.52102, 50.12464, 289.0], [1022831603.0, 8.52097, 50.12451, 288.0], [1022831604.0, 8.52093, 50.12437, 289.0], [1022831605.0, 8.52098, 50.12424, 290.0], [1022831606.0, 8.52112, 50.12411, 290.0], [1022831607.0, 8.52131, 50.124, 286.0], [1022831608.0, 8.52142, 50.12386, 281.0], [1022831609.0, 8.5215, 50.1237, 278.0]]",421.1397711555982,5,274.0,14941.565225406275,207.6895805911499,-0.020948636339949932,264.0501069015874,-585.019367778319,838.8050805876967,713.7986348331971,44316566.77518168,288.4615384615379,0.8439808525551561,1.2193825954663426,16130.866934378784,16130.866934378784,207.6895805911499
6,1,-0.1300415938739805,3.387158130943933,0.6386363691509412,2,421.1397711555982,22.08798016720172,421.1397711555982,92.20463366648016,2002-05-31 07:53:30,2002-05-31 07:53:36,5,7,"[[1022831610.0, 8.52158, 50.12351, 275.0], [1022831611.0, 8.52154, 50.12335, 275.0], [1022831612.0, 8.52145, 50.12322, 278.0], [1022831613.0, 8.52134, 50.1231, 279.0], [1022831614.0, 8.52123, 50.12298, 279.0], [1022831615.0, 8.52124, 50.12284, 278.0], [1022831616.0, 8.52124, 50.12271, 276.0]]",421.1397711555982,6,277.14285714285717,11404.936799017212,195.21757585425158,-0.14823546157297007,-3051.6341313369594,-1821.2310910351625,95.31102440690778,92.20463366677525,224577371.7656889,166.66666666666666,0.3086066999241839,0.4630056575125476,15885.170734484629,15885.170734484629,195.21757585425158
7,0,0.0370719610116056,2.642771018304658,3.844923403013769,2,427.4338111034467,22.08798016720172,427.4338111034467,556.0296342085487,2002-05-31 07:52:49,2002-05-31 07:53:29,6,41,"[[1022831569.0, 8.52466, 50.12827, 264.0], [1022831570.0, 8.52449, 50.12822, 265.0], [1022831571.0, 8.52423, 50.12818, 266.0], [1022831572.0, 8.52399, 50.12814, 264.0], [1022831573.0, 8.52384, 50.12802, 264.0], [1022831574.0, 8.52383, 50.12786, 263.0], [1022831575.0, 8.52385, 50.1277, 264.0], [1022831576.0, 8.52386, 50.12754, 267.0], [1022831577.0, 8.52386, 50.12742, 270.0], [1022831578.0, 8.52376, 50.12732, 272.0], [1022831579.0, 8.52363, 50.12721, 272.0], [1022831580.0, 8.52349, 50.1271, 273.0], [1022831581.0, 8.52336, 50.12698, 272.0], [1022831582.0, 8.52326, 50.12684, 273.0], [1022831583.0, 8.52322, 50.1267, 273.0], [1022831584.0, 8.52317, 50.12657, 274.0], [1022831585.0, 8.52309, 50.12644, 275.0], [1022831586.0, 8.52299, 50.12631, 276.0], [1022831587.0, 8.52283, 50.12621, 278.0], [1022831588.0, 8.5227, 50.1261, 278.0], [1022831589.0, 8.52263, 50.12598, 280.0], [1022831590.0, 8.52256, 50.12585, 281.0], [1022831591.0, 8.5224, 50.12575, 282.0], [1022831592.0, 8.52223, 50.12566, 282.0], [1022831593.0, 8.52207, 50.12556, 282.0], [1022831594.0, 8.52196, 50.12544, 282.0], [1022831595.0, 8.52184, 50.12532, 284.0], [1022831596.0, 8.52168, 50.12525, 284.0], [1022831597.0, 8.52145, 50.1252, 286.0], [1022831598.0, 8.52124, 50.12515, 287.0], [1022831599.0, 8.52109, 50.12508, 287.0], [1022831600.0, 8.52105, 50.12493, 288.0], [1022831601.0, 8.52105, 50.12478, 288.0], [1022831602.0, 8.52102, 50.12464, 289.0], [1022831603.0, 8.52097, 50.12451, 288.0], [1022831604.0, 8.52093, 50.12437, 289.0], [1022831605.0, 8.52098, 50.12424, 290.0], [1022831606.0, 8.52112, 50.12411, 290.0], [1022831607.0, 8.52131, 50.124, 286.0], [1022831608.0, 8.52142, 50.12386, 281.0], [1022831609.0, 8.5215, 50.1237, 278.0]]",427.4338111034467,7,277.7317073170732,12722.330954930138,204.2665979499878,-0.12388979407673298,-57.58135772907821,-2131.511191134924,644.2236362256215,556.0296342088329,-129673424.04776525,350.0000000000006,0.8349275683903161,1.4842114009188443,16105.590905640536,16105.590905640536,204.2665979499878
8,1,0.0370719610116056,2.642771018304658,3.844923403013769,2,427.4338111034467,22.08798016720172,427.4338111034467,267.2959285036684,2002-05-31 07:53:30,2002-05-31 07:53:48,6,19,"[[1022831610.0, 8.52158, 50.12351, 275.0], [1022831611.0, 8.52154, 50.12335, 275.0], [1022831612.0, 8.52145, 50.12322, 278.0], [1022831613.0, 8.52134, 50.1231, 279.0], [1022831614.0, 8.52123, 50.12298, 279.0], [1022831615.0, 8.52124, 50.12284, 278.0], [1022831616.0, 8.52124, 50.12271, 276.0], [1022831617.0, 8.5212, 50.12258, 275.0], [1022831618.0, 8.52107, 50.12246, 276.0], [1022831619.0, 8.52097, 50.12234, 275.0], [1022831620.0, 8.52093, 50.12221, 275.0], [1022831621.0, 8.52096, 50.12205, 275.0], [1022831622.0, 8.52099, 50.1219, 273.0], [1022831623.0, 8.5211, 50.12176, 271.0], [1022831624.0, 8.52124, 50.12163, 269.0], [1022831625.0, 8.52138, 50.1215, 268.0], [1022831626.0, 8.52147, 50.12135, 268.0], [1022831627.0, 8.52157, 50.1212, 267.0], [1022831628.0, 8.52176, 50.12111, 267.0]]",427.4338111034467,8,273.63157894736844,12194.106591938975,178.2580930825545,-0.22168396079968034,-2826.7662942190022,-3685.2816064432536,296.80443050647443,267.2959285033729,37252173.843864545,-444.4444444444444,-0.7530067018203284,-1.525004276355662,16489.13502813747,16489.13502813747,178.2580930825545
9,0,0.0659546834505028,2.0935033254404214,28.277892047258536,4,249.90636551934887,22.08798016720172,249.90636551934887,388.1210238620533,2002-05-31 07:53:01,2002-05-31 07:53:29,7,29,"[[1022831581.0, 8.52336, 50.12698, 272.0], [1022831582.0, 8.52326, 50.12684, 273.0], [1022831583.0, 8.52322, 50.1267, 273.0], [1022831584.0, 8.52317, 50.12657, 274.0], [1022831585.0, 8.52309, 50.12644, 275.0], [1022831586.0, 8.52299, 50.12631, 276.0], [1022831587.0, 8.52283, 50.12621, 278.0], [1022831588.0, 8.5227, 50.1261, 278.0], [1022831589.0, 8.52263, 50.12598, 280.0], [1022831590.0, 8.52256, 50.12585, 281.0], [1022831591.0, 8.5224, 50.12575, 282.0], [1022831592.0, 8.52223, 50.12566, 282.0], [1022831593.0, 8.52207, 50.12556, 282.0], [1022831594.0, 8.52196, 50.12544, 282.0], [1022831595.0, 8.52184, 50.12532, 284.0], [1022831596.0, 8.52168, 50.12525, 284.0], [1022831597.0, 8.52145, 50.1252, 286.0], [1022831598.0, 8.52124, 50.12515, 287.0], [1022831599.0, 8.52109, 50.12508, 287.0], [1022831600.0, 8.52105, 50.12493, 288.0], [1022831601.0, 8.52105, 50.12478, 288.0], [1022831602.0, 8.52102, 50.12464, 289.0], [1022831603.0, 8.52097, 50.12451, 288.0], [1022831604.0, 8.52093, 50.12437, 289.0], [1022831605.0, 8.52098, 50.12424, 290.0], [1022831606.0, 8.52112, 50.12411, 290.0], [1022831607.0, 8.52131, 50.124, 286.0], [1022831608.0, 8.52142, 50.12386, 281.0], [1022831609.0, 8.5215, 50.1237, 278.0]]",249.90636551934887,9,282.17241379310343,12797.481407009247,200.55166907680822,-0.11993091001139146,891.7955755233046,-1569.5616450786677,448.6368116115075,388.12102386217657,81276167.00135957,214.28571428571374,0.7391781505732563,1.0032957963007736,16022.743271839548,16022.743271839548,200.55166907680822
